FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
12051_11760.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.56,2MASS J11391107+0841121,J113911077+0841121,174.796125,8.686716667,11760,13 27 15.518997,,,Bardalez Gagliuffi,150,1.09,v4.1,OK,256,M8.0,FLD-G,,,M8.0,SPL,M7.5,2008AJ....136.1290R,VLM,12.922,0.026,12.291,0.021,11.836,0.023,0.061,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11391107+0841121,M7.5,2008AJ....136.1290R,10.2,,,,26.91,4.61,26.918,4.613,92.44457,22,89,-25,2009AJ....137....1F,11.79496615,,,,,,,,
12052_11766.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.577,J1200+2048 BGND,J120032924+2048513,180.1371667,20.81425833,11766,13 51 32.565155,,,Bardalez Gagliuffi,150,1.068,v4.1,OK,322,,,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12053_11767.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.589,J1201+4046 BGND,J12013372+4046472,180.3905,40.77972778,11767,14 09 13.928681,,,Bardalez Gagliuffi,150,1.161,v4.1,OK,334,,,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12054_11763.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437.596,SDSS J131711.51+184923.0,J131711505+1849232,199.2979167,18.82312222,11763,14 18 32.337802,,,Bardalez Gagliuffi,150,1.01,v4.1,OK,262,M8.0,FLD-G,,,M8.0,SPL,M9V,2011AJ....141...97W,VLM,12.424,0.024,11.717,0.029,11.326,0.022,-0.01,,,,,,FLD-G,SPL,,,,,,,,,Star,SDSS J131711.51+184923.0,M9V,2011AJ....141...97W,6.18,,,,16.96,3.29,16.969,3.289,,,,,,,,-2,0,2011AJ....141...97W,,,,
12055_11764.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437.624,2MASSI J1434582-233557,J143458192-2335573,218.7424583,-23.59925,11764,14 59 54.958855,,,Bardalez Gagliuffi,150,1.377,v4.1,OK,179,M7.0,FLD-G,,,M7.0,SPL,M7,2009AJ....137....1F,VLM,12.93,0.024,12.295,0.026,11.87,0.025,0.06,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J1434582-233557,M7,2009AJ....137....1F,8.02,,,,29.22,5.68,29.227,5.677,310.2208,30,-306,51,2009AJ....137....1F,42.9772464,,,,,,,,
12056_11765.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437.679,J15510410+6457302,J15510662+6457047,237.7670833,64.95833889,11765,16 18 26.615455,,,Bardalez Gagliuffi,150,1.415,v4.1,OK,160,L0.0,FLD-G,,,L0.0,SPL,L0.0,SPL,VLM,12.887,0.022,12.152,0.023,11.719,0.019,0,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,18.36,3.48,18.368,3.481,,,,,,,,,,,,,,
12058_11795.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.225,2MASS J10544168+1214084,J105441681+1214084,163.6736667,12.23569167,11795,05 24 32.966007,,,Bardalez Gagliuffi,150,1.018,v4.1,OK,128,M8.0,FLD-G,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,12.46,0.023,11.82,0.025,11.446,0.019,-0.01,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J10544168+1214084,M7.5,2009AJ....137....1F,3.981,,,,22.35,4.396,22.3552,4.3964,130.4185,19,103,-80,2009AJ....137....1F,13.81964443,,,,,,,,
12059_10785.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.279,LHS 2351,J11061897+0428327,166.57904,4.47575,10785,06 41 53.139395,,,Bardalez Gagliuffi,150,1.136,v4.1,OK,262,M7.0,FLD-G,M7,2005PASP..117..676R,,,M7,2005PASP..117..676R,VLM,12.329,0.022,11.716,0.027,11.332,0.023,-0.06,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 551-63,M6.5V,1991AJ....101..662B,,48.1,3.1,1996MNRAS.281..644T,22.97,4.149,20.79,1.34,459.94,,-290,357,2005AJ....129.1483L,45.3250982,,,,,,,,
12060_11797.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.263,LSPM J1119+0820,J11194648+0820357,169.9436667,8.343075,11797,06 19 17.327403,,,Bardalez Gagliuffi,150,1.057,v4.1,OK,265,M7.0,INT-G,,,M7.0,SPL,M8V,2011AJ....141...97W,VLM,12.767,0.024,12.22,0.025,11.899,0.029,-0.18,,,,,,INT-G,SPL,,,,,,,,,low-mass*,LSPM J1119+0820,M8V,2011AJ....141...97W,1.575,,,,23.01,3.927,23.0149,3.9273,516.2576,0,371,-359,2005AJ....129.1483L,56.31897045,,-45,0,2011AJ....141...97W,,,,
12061_10809.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.245,LHS 2397a,J11214909-1313082,170.45454,-13.218944,10809,05 52 49.650587,,,Bardalez Gagliuffi,150,1.207,v4.1,OK,175,M9.0,FLD-G,M8,,,,M8,,VLM,11.928,0.021,11.233,0.025,10.735,0.023,0.143,,,,,,FLD-G,SPL,,,Y,,,,,,brownD*,LP 732-94,M8+L7.5,,,65.83,2.02,2014AJ....147...94D,15.74,2.618,15.1906,0.4661,467.7,0.99,-464.21,-57,1992AJ....103..638M,33.67610512,1.035810439,31.8,3,2009ApJ...705.1416R,,,,
12062_11799.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.287,2MASS J11582484+1354456,J115824845+1354456,179.6035,13.91266944,11799,06 53 25.628567,,,Bardalez Gagliuffi,150,1.035,v4.1,OK,107,M8.0,FLD-G,,,M8.0,SPL,M9,2003AJ....126.2421C,VLM,13.926,0.024,13.255,0.026,12.762,0.024,0.054,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J11582484+1354456,M9,2003AJ....126.2421C,4.482,,,,33.83,6.179,33.8381,6.1799,204.1568,18,-116,168,2009AJ....137....1F,32.74531198,,,,,,,,
12063_11800.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.296,LP 266-16,J12080811+3520281,182.0337917,35.34111389,11800,07 06 22.222427,,,Bardalez Gagliuffi,150,1.067,v4.1,OK,259,M6.0,,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.367,0.022,11.791,0.021,11.419,0.02,-0.05,,,,,,,,,,,,,,,,low-mass*,LP 266-16,M7V,2011AJ....141...97W,5.199,,,,23.19,4.137,23.1953,4.1373,608.8094,0,-605,-68,2005AJ....129.1483L,66.93625717,,34,0,2011AJ....141...97W,,,,
12064_11801.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.34,LP 175-27,J144506278+4409393,221.276125,44.16094167,11801,08 10 0.62058100,,,Bardalez Gagliuffi,150,1.105,v4.1,OK,130,M8.0,,,,M8.0,SPL,M7.5,2007AJ....133.2825R,VLM,12.446,0.021,11.804,0.021,11.429,0.02,0,,,,,,,,,,,,,,,,PM*,LP 175-27,M7.5,2007AJ....133.2825R,11.39,,,,21.27,3.796,21.2705,3.7961,206.9033,0,-28,-205,2005AJ....129.1483L,20.86046438,,,,,,,,
12065_11802.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.355,2MASS J14482563+1031590,J14482563+1031590,222.1067917,10.53305556,11802,08 31 35.660651,,,Bardalez Gagliuffi,150,1.015,v4.1,OK,78.1,L5.0,FLD-G,,,L5.0,SPL,L5.5,2014AJ....147...34S,VLM,14.56,0.03,13.43,0.03,12.68,0.03,,,,,,,FLD-G,SPL,,,,,,,,,BD*,2MASS J14482563+1031590,L5.5,2014AJ....147...34S,9.437,,,,14.49,2.497,14.4931,2.4976,267.9589,16,249,-99,2008MNRAS.384.1399J,1.099157016,,5.864,0,2010A&A...518A..10V,,,,
12066_11803.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.32,2MASS J14521846+4826214,J14521846+4826215,223.0769167,48.43918056,11803,07 41 53.065064,,,Bardalez Gagliuffi,150,1.174,v4.1,OK,145,M8.0,FLD-G,,,M8.0,SPL,M7,,VLM,13.353,0.023,12.662,0.022,12.31,0.022,0.043,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J14521846+4826214,M7,,5.139,,,,35.88,6.599,35.8859,6.5997,,,,,,,,,,,,,,
12067_11804.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.308,2MASSI J1453484+373316,J145348479+3733165,223.4519583,37.5546,11804,07 23 45.817131,,,Bardalez Gagliuffi,150,1.112,v4.1,OK,162,M8.0,FLD-G,,,M8.0,SPL,M8V,2011AJ....141...97W,VLM,13.172,0.024,12.541,0.018,12.123,0.021,0,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J1453484+373316,M8V,2011AJ....141...97W,7.3,,,,27.65,4.337,27.653,4.3372,115.4339,4.8,-67,94,2008AJ....135..785W,15.13057235,,-6,0,2011AJ....141...97W,,,,
12068_11805.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.377,J1456-2809 BGND,J1456383-280947,224.15959,-28.163055,11805,09 03 14.690264,,,Bardalez Gagliuffi,150,1.495,v4.1,OK,87.1,,,,,,,,,STAR,9.965,0.026,9.315,0.022,8.928,0.027,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069_11806.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.332,2MASSI J1457396+451716,J145739654+4517167,224.4152083,45.28798611,11806,07 58 18.855555,,,Bardalez Gagliuffi,150,1.132,v4.1,OK,139,M9.0,FLD-G,,,M9.0,SPL,M9,2007AJ....133..971A,VLM,13.119,0.023,12.382,0.021,11.927,0.02,0.082,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASSI J1457396+451716,M9,2007AJ....133..971A,5.74,,,,23.31,4.151,23.3172,4.151,215.5945,19,-191,100,2009AJ....137....1F,23.82834417,,,,,,,,
12070_11807.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.391,2MASS J15104761-2818234,J151047615-2818234,227.698375,-28.30650278,11807,09 23 45.266308,,,Bardalez Gagliuffi,150,1.502,v4.1,OK,42.1,M8.0,INT-G,,,M8.0,SPL,M9,2008AJ....136.1290R,VLM,14.01,0.03,13.319,0.027,12.785,0.029,0.115,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J15104761-2818234,M9,2008AJ....136.1290R,5.514,,,,36.29,7.276,36.2977,7.2765,141.4213,200,100,100,2009AJ....137....1F,24.33172898,,,,,,,,
12071_11808.fits,SPEX-PRISM,2019arXiv190604166B,20160528,57536.424,UCAC4 535-065571,J173353149+1655129,263.4714167,16.92025,11808,10 11 34.280940,,,Bardalez Gagliuffi,150,1.058,v4.1,OK,318,M6.0,,,,M6.0,SPL,M6V,2014AJ....147...20N,VLM,8.9,0,8.3,0,7.99,0,-0.01,,,,,,,,,,,,,,,,PM*,UCAC4 535-065571,M6V,2014AJ....147...20N,10.02,,,,6.228,1.121,6.22806,1.1213,170.6985,8,-107,-133,2012yCat.1322....0Z,5.039197056,,-19,5,2014AJ....147...20N,,,,
12072_11809.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.436,2MASS J00130931-0025521,J00130932-0025522,3.288833333,-0.431116667,11809,10 28 51.137268,,,Bardalez Gagliuffi,150,1.098,v4.0.3,OK,379,M6.0,FLD-G,,,M6.0,SPL,M6.0V,2012AJ....144...99D,VLM,12.167,0.025,11.634,0.027,11.319,0.028,-0.07,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J00130931-0025521,M6.0V,2012AJ....144...99D,3.802,,,,28.1,5.152,28.1076,5.1522,97.08243,0,97,4,2003A&A...401..959P,12.93430715,,19.9,2.3,2012AJ....144...99D,17.4,3,2012AJ....144...99D,
12073_11810.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.455,SDSS J005358.16-011448.3,J00535816-0114483,13.49233333,-1.246675,11810,10 55 58.020910,,,Bardalez Gagliuffi,150,1.09,v4.0.3,OK,428,M2.0,,,,M2.0,SPL,M2V,2011AJ....141...97W,STAR,14.721,0.032,14.056,0.035,13.859,0.05,,,,,,,,,,,,,,,,,*,SDSS J005358.16-011448.3,M2V,2011AJ....141...97W,146,,,,,,,,,,,,,,,19,0,2011AJ....141...97W,,,,
12074_11811.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.468,LP 587-58,J01243124-0027557,21.13016667,-0.465297222,11811,11 15 6.4061810,,,Bardalez Gagliuffi,150,1.075,v4.0.3,OK,453,M6.0,FLD-G,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.107,0.024,11.506,0.029,11.125,0.023,-0.01,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 587-58,M7V,2011AJ....141...97W,1.097,,,,20.44,3.773,20.4442,3.7736,176.0454,5,64,-164,2003ApJ...582.1011S,17.05984706,,,,,,,,
12075_11812.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.49,LP 649-93,J021857921-0617499,34.74133333,-6.297216667,11812,11 46 2.3077220,,,Bardalez Gagliuffi,150,1.113,v4.0.3,OK,279,M8.0,FLD-G,,,M8.0,SPL,M8V,2003AJ....126.2421C,VLM,12.85,0.024,12.224,0.023,11.837,0.025,-0.03,,,,,,FLD-G,SPL,,,,,,,,,Star,LP 649-93,M8V,2003AJ....126.2421C,2.071,,,,23.97,4.156,23.9796,4.1565,374.7665,20,365,-85,2003ApJ...582.1011S,42.59729905,,,,,,,,
12076_11813.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.502,2MASS J02354955-0711214,J023549556-0711214,38.95645833,-7.189302778,11813,12 04 10.326035,,,Bardalez Gagliuffi,150,1.122,v4.0.3,OK,339,M7.0,FLD-G,,,M7.0,SPL,M7V,2011AJ....141...97W,VLM,12.452,0.029,11.825,0.022,11.43,0.025,0.022,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J02354955-0711214,M7V,2011AJ....141...97W,2.18,,,,23.9,4.666,23.9082,4.6665,298.8394,0,284,93,2003A&A...401..959P,33.86595206,,32,0,2011AJ....141...97W,,,,
12077_11814.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.513,2MASS J03122509+0021585,J03122510+0021585,48.10458333,0.366125,11814,12 19 11.057529,,,Bardalez Gagliuffi,150,1.062,v4.0.3,OK,370,M6.0,FLD-G,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.228,0.024,11.589,0.025,11.222,0.025,0.006,,,,,,FLD-G,SPL,,,,,,,,,PM*,2MASS J03122509+0021585,M7V,2011AJ....141...97W,2.336,,,,21.44,4.186,21.4456,4.1868,189.3911,0,187,-30,2005AJ....129.1483L,19.25203147,,46,0,2011AJ....141...97W,,,,
12078_11815.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.531,2MASS J03144011-0450316,J031440112-0450316,48.667125,-4.842133333,11815,12 45 44.997419,,,Bardalez Gagliuffi,150,1.101,v4.0.3,OK,348,M8.0,FLD-G,,,M8.0,SPL,M7.5,2003AJ....126.2421C,VLM,12.64,0.024,12.003,0.025,11.602,0.025,0.013,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J03144011-0450316,M7.5,2003AJ....126.2421C,1.445,,,,23.53,4.431,23.5345,4.4316,132.6536,7,-86,-101,2007ApJ...667..520C,14.79804881,,,,,,,,
12079_11816.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.544,2MASS J03283463+1129515,J032834640+1129515,52.14433333,11.49763889,11816,13 04 43.685606,,,Bardalez Gagliuffi,150,1.013,v4.0.3,OK,339,M8.0,FLD-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,12.463,0.023,11.784,0.03,11.33,0.02,0.083,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J03283463+1129515,M8,2007AJ....133.2258S,1.562,,,,19.79,3.878,19.7903,3.8784,559.4944,45,503,245,2007AJ....133.2258S,52.4839643,,,,,,,,
12080_11817.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.56,LP 413-53,J035057375+1818069,57.73904167,18.30191944,11817,13 27 26.550301,,,Bardalez Gagliuffi,150,1.003,v4.0.3,OK,306,M8.0,FLD-G,,,M8.0,SPL,M9.0V,2012AJ....144...99D,VLM,12.967,0.021,12.213,0.022,11.779,0.018,0.078,,,,,,FLD-G,SPL,,,,,,,,,Star,LP 413-53,M9.0V,2012AJ....144...99D,2.224,,,,22.3,4.716,22.3085,4.7167,194.4865,0,193,-24,2005AJ....129.1483L,20.56545325,,32.2,1.8,2012AJ....144...99D,12.2,3,2012AJ....144...99D,
12081_11818.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.574,2MASS J03550477-1032415,J035504774-1032415,58.769875,-10.54488333,11818,13 46 36.267144,,,Bardalez Gagliuffi,150,1.171,v4.0.3,OK,220,M8.0,INT-G,,,M8.0,SPL,M8.5,2009AJ....137....1F,VLM,13.08,0.027,12.462,0.025,11.975,0.024,0.025,,,,,,INT-G,SPL,,,,,,,,,Star,2MASS J03550477-1032415,M8.5,2009AJ....137....1F,1.782,,,,25.62,5.248,25.6267,5.2489,53.43416,7.2,46.4,-26.5,2015ApJ...798...73G,6.490681348,,,,,,,,
12082_11819.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.594,2MASS J04453237-3642258,J044532376-3642258,71.384875,-36.70717222,11819,14 15 29.006079,,,Bardalez Gagliuffi,150,1.81,v4.0.3,OK,130,M8.0,FLD-G,,,M8.0,SPL,M9,2009AJ....137....1F,VLM,13.358,0.027,12.714,0.027,12.255,0.029,0,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J04453237-3642258,M9,2009AJ....137....1F,3.661,,,,25.99,5.28,25.9944,5.2807,469.9995,60,469.928,-8.203,2010ApJS..190..100K,57.91029035,,,,,,,,
12083_11820.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.618,2MASS J05480722+0033588,J054807229+0033588,87.03008333,0.566355556,11820,14 50 25.677721,,,Bardalez Gagliuffi,150,1.062,v4.0.3,OK,241,M alph,VL-G,,,M alpha,SPL,M alpha,SPL,STAR,13.213,0.027,12.045,0.026,11.22,0.025,0.273,,,,,,VL-G,SPL,,,,,,,,,pMS*,2MASS J05480722+0033588,,,2.584,,,,,,,,,,,,,,,,,,,,,
12084_11821.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.637,2MASS J06003375-3314268,J060033750-3314268,90.140625,-33.24078889,11821,15 17 39.979843,,,Bardalez Gagliuffi,150,1.661,v4.0.3,OK,177,M8.0,FLD-G,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,13.205,0.029,12.425,0.027,12.012,0.024,0.168,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J06003375-3314268,M7.5,2009AJ....137....1F,2.272,,,,32.09,5.553,32.0964,5.5538,119.9416,11,-15,119,2007ApJ...667..520C,18.24757747,,,,,,,,
12085_11822.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.261,J2114-4339 Background Source,J21144103-4339531,318.6709583,-43.664725,11822,06 17 7.5759430,,,Bardalez Gagliuffi,150,2.236,v4.0.3,OK,638,M0.0,,,,,,,,STAR,13.016,0.022,12.351,0.022,11.953,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong target?
12086_11527.fits,SPEX-PRISM,2019arXiv190604166B,20151007,57302.209,2MASSW J2130446-084520,J21304463-08452049,322.68597,-8.7556667,11527,05 01 42.581199,,,Bardalez Gagliuffi,150,1.29,v4.0.3,OK,73.9,L1.0,FLD-G,L1.5,2008ApJ...689.1295K,,,L1.5,2008ApJ...689.1295K,VLM,14.137,0.032,13.334,0.032,12.815,0.033,0.017,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J21304464-0845205,L1,2014AJ....147...34S,,,,,25.23,5.173,25.2324,5.1733,361.33,19.1,360,-31,2008MNRAS.384.1399J,43.21572046,,,,,,,,
12088_11823.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.219,2MASS J09334975-1602522,J09334976-1602523,143.4573333,-16.04778611,11823,05 16 40.341660,,,Bardalez Gagliuffi,150,1.255,v4.0b,OK,73.1,M7.0,VL-G,,,M7.0,SPL,M7.0,SPL,VLM,12.72,0.024,12.232,0.023,11.89,0.021,-0.17,,,,,,VL-G,SPL,,,,,,,,,PM*,2MASS J09334975-1602522,,,26.85,,,,27.84,5.101,27.8426,5.1019,1357.226,71,-196,-1343,2005A&A...435..363D,179.1190657,,,,,,,,
12089_11824.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.269,2MASSI J1024099+181553,J102409971+1815533,156.0415416,18.26481944,11824,06 27 52.143588,,,Bardalez Gagliuffi,150,1.032,v4.0b,OK,111,M8.0,INT-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,12.275,0.021,11.62,0.021,11.239,0.021,-0.01,,,,,,INT-G,SPL,,,,,,,,,Star,2MASSI J1024099+181553,M8,2007AJ....133.2258S,6.459,,,,18.24,3.053,18.2415,3.0535,170.0735,79,-149,-82,2007AJ....133.2258S,14.70541587,,6,3,2009ApJ...705.1416R,,,,
12091_11826.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.319,2MASS J13261625+5640448,J13261625+5640449,201.5677083,56.67891389,11826,07 40 31.580034,,,Bardalez Gagliuffi,150,1.266,v4.0b,OK,37.6,M7.0,FLD-G,,,M7.0,SPL,M7V,2011AJ....141...97W,VLM,11.825,0.024,11.227,0.033,10.871,0.02,-0.04,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J13261625+5640448,M7V,2011AJ....141...97W,32.5,,,,18.41,3.319,18.4185,3.3195,114.9347,3.1,113,-21,2008AJ....135..785W,10.0342532,,,,2011AJ....141...97W,,,,
12092_11827.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.36,2MASS J13365044+4751321,J13365044+4751321,204.2101666,47.85889167,11827,08 39 31.317481,,,Bardalez Gagliuffi,150,1.132,v4.0b,OK,182,M7.0,FLD-G,,,M7.0,SPL,M8V,2011AJ....141...97W,VLM,12.659,0.022,12.048,0.023,11.668,0.021,-0.05,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J13365044+4751321,M8V,2011AJ....141...97W,13.93,,,,22.58,4.407,22.5834,4.4075,119.2182,4.7,118,-17,2008AJ....135..785W,12.7617735,,-4,0,2011AJ....141...97W,,,,
12093_11828.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.334,LP 220-13,J135641485+4342587,209.1728333,43.716325,11828,08 01 24.749689,,,Bardalez Gagliuffi,150,1.12,v4.0b,OK,236,M8.0,FLD-G,,,M8.0,SPL,M7,2007AJ....133.2258S,VLM,11.709,0.023,11.043,0.021,10.65,0.018,0.059,,,,,,FLD-G,SPL,,,,,,,,,Star,LP 220-13,M7,2007AJ....133.2258S,12.27,,,,17.07,3.032,17.0713,3.0321,459.6737,69,-454,72,2007AJ....133.2258S,37.19607579,,-22.2,3,2009ApJ...705.1416R,18.8,0.4,2013AJ....146..156D,
12094_11829.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.381,2MASSI J1411213-211950,J141121315-2119503,212.8387916,-21.33064722,11829,09 09 54.061418,,,Bardalez Gagliuffi,150,1.329,v4.0b,OK,124,M8.0,INT-G,,,M8.0,SPL,M9V,2003AJ....126.2421C,VLM,12.437,0.022,11.826,0.027,11.33,0.021,0,,,,,,INT-G,SPL,,,,,,,,,Star,2MASSI J1411213-211950,M9V,2003AJ....126.2421C,11.32,,,,16.8,3.044,16.8038,3.0443,120.1082,42,-65,-101,2007AJ....133.2258S,9.566648792,,-0.8,3,2009ApJ...705.1416R,,,,
12095_11830.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.406,LP 859-1,J150416217-2355564,226.0675416,-23.93234166,11830,09 44 38.215719,,,Bardalez Gagliuffi,150,1.393,v4.0b,OK,76,M8.0,FLD-G,,,M8.0,SPL,M7Ve,2002ApJ...575..484G,VLM,12.011,0.026,11.383,0.023,11.032,0.027,-0.02,,,,,,FLD-G,SPL,,,,,,,,,Star,LP 859-1,M7Ve,2002ApJ...575..484G,1.65,,,,19.49,3.8,19.4976,3.8008,321.4,20,-313,-73,2003ApJ...582.1011S,29.70339296,,,,,,,,
12096_11831.fits,SPEX-PRISM,2019arXiv190604166B,20150512,57154.419,2MASS J15072779-2000431,J150727798-2000431,226.8657916,-20.01199444,11831,10 03 22.749636,,,Bardalez Gagliuffi,150,1.303,v4.0b,OK,106,M8.0,FLD-G,,,M8.0,SPL,M7.5,2007AJ....133.2258S,VLM,11.713,0.023,11.045,0.022,10.661,0.021,0.027,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J15072779-2000431,M7.5,2007AJ....133.2258S,7.122,,,,15.46,2.744,15.4628,2.7442,159.5242,50,158,-22,2007AJ....133.2258S,11.6921318,,-2.5,3,2009ApJ...705.1416R,,,,
12097_11795.fits,SPEX-PRISM,2019arXiv190604166B,20160530,57538.224,2MASS J10544168+1214084,J105441681+1214084,163.6736667,12.23569167,11795,05 23 39.402549,,,Bardalez Gagliuffi,150,1.023,v4.1,OK,313,M7.0,FLD-G,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,12.46,0.023,11.82,0.025,11.446,0.019,-0.01,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J10544168+1214084,M7.5,2009AJ....137....1F,3.981,,,,22.35,4.396,22.3552,4.3964,130.4185,19,103,-80,2009AJ....137....1F,13.81964443,,,,,,,,
12098_11833.fits,SPEX-PRISM,2019arXiv190604166B,20160530,57538.25,LP 213-68,J10471382+4026493,161.8075833,40.44695278,11833,06 00 21.463457,,,Bardalez Gagliuffi,150,1.123,v4.1,OK,245,M8.0,FLD-G,,,M8.0,SPL,M9V,2011AJ....141...97W,VLM,12.44,0,11.7,0,11.25,0,0.08,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 213-68,M9V,2011AJ....141...97W,28.89,,,,17.26,3.432,17.2652,3.4324,304.0213,0,-302,-35,2005AJ....129.1483L,24.88029687,,15,0,2011AJ....141...97W,,,,
