NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OPT_TYPE,OPT_TYPE_REF,NIR_TYPE,NIR_TYPE_REF,LIT_TYPE,LIT_TYPE_REF,OBJECT_TYPE,J_2MASS,J_2MASS_E,H_2MASS,H_2MASS_E,KS_2MASS,KS_2MASS_E,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,LIBRARY,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
2MASSW J0829570+265510,J08295706+26550990,127.48775,26.919416,10575,L6.5,2000AJ....120..447K,,,L6.5,2000AJ....120..447K,VLM,17.109,0.186,15.807,0.129,14.959,0.095,0.31,RED,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSW J0829570+265510,L6.5V,2000AJ....120..447K,,,,,,,,,107.94,22.67,-99,-43,2009AJ....137....1F,,,,,,,,,
SDSSp J083008.12+482847.4,J08300825+4828482,127.53438,48.480057,10576,L8,2008ApJ...689.1295K,L9+/-1,2002ApJ...564..466G,L8,2008ApJ...689.1295K,VLM,15.444,0.048,14.343,0.036,13.676,0.038,0.33,RED,,,,,,,,,,,,,,,,brownD*,2MASS J08300825+4828482,L9.5,2014AJ....147...34S,,76.42,3.43,2012ApJ...752...56F,,,13.086,0.587,1139.83,79.81,-898,-702,2007AJ....133.2258S,70.69857356,5.880115221,,,,,,,
2MASS J08303256+0947150,J08303256+0947150,127.63567,9.7875004,10577,M8,,,,M8,,VLM,11.89,0.022,11.165,0.021,10.756,0.023,0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,LHS 2021,M7.5Ve,2004AJ....128.2460H,,59.81,4.52,2006AJ....132.1234C,,,16.72,1.264,672.03,3.11,-500.2,-448.8,2006AJ....132.1234C,53.25885606,4.03245825,60,,2011AJ....141...97W,,,,
SDSS J083048.80+012831.1,J08304878+0128311,127.70325,1.4753056,10578,,,T4.5,2006ApJ...637.1067B,T4.5,2006ApJ...637.1067B,VLM,16.289,0.111,16.14,0.213,16.358,,0.13,,,,,,,,,,,,,,,,,brownD*,2MASS J08304878+0128311,T4.5,2006ApJ...637.1067B,,43.1,6.1,2012ApJ...752...56F,,,23.202,3.284,382.11,21.93,222,-311,2008MNRAS.390.1517C,42.02279512,6.418013479,,,,,,,
LHS 2023,J08305161+3612577,127.71505,36.21603,10579,esdM6.5,2005PASP..117..676R,,,esdM6.5,2005PASP..117..676R,VLM,14.907,0.036,14.536,0.051,14.338,0.059,,,,esd,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J08315564+1025466,J08315564+1025466,127.98183,10.429611,10580,M9,2008AJ....136.1290R,,,M9,2008AJ....136.1290R,VLM,13.621,0.029,12.963,0.024,12.45,0.028,0.06,,,,,,VL-G,SPL,,,,,,,,,,brownD*,2MASS J08315598+1025417,M9V,2011AJ....141...97W,,,,,,,,,190.41,29.7,-49,-184,2009AJ....137....1F,,,29,,2011AJ....141...97W,,,,
2MASSW J0832045-012835,J08320451-0128360,128.0188,-1.4766667,10581,L1.5,2000AJ....120..447K,,,L1.5,2000AJ....120..447K,VLM,14.128,0.03,13.318,0.023,12.712,0.027,0.14,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSW J0832045-012835,L1.5V,2000AJ....120..447K,,,,,,,,,69.46,19.85,64,27,2008MNRAS.390.1517C,,,,,,,,,
WISE J083450.79+642526.1,J08345079+6425261,128.71162,64.423912,10582,,,M8,2013PASP..125..809T,M8,2013PASP..125..809T,VLM,15.63,0.07,15.12,0.1,14.58,0.09,-0.09,,,,,,INT-G,SPL,,,,,,,,,,low-mass*,WISE J083450.79+642526.8,M8,2013PASP..125..809T,,,,,,,,,272.95,14.14,-130,-240,2013PASP..125..809T,,,,,,,,,
SDSS J083506.16+195304.4,J08350622+1953050,128.77591,19.884722,10583,,,L4.5,2006AJ....131.2722C,L4.5,2006AJ....131.2722C,VLM,16.094,0.075,14.889,0.057,14.319,0.049,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08350622+1953050,L5,2014AJ....147...34S,,,,,,,,,191.38,19.1,-158,-108,2009AJ....137....1F,,,,,,,,,
2MASS J08352366+1029318,J08352366+1029318,128.84857,10.492167,10584,M7,2008AJ....136.1290R,,,M7,2008AJ....136.1290R,VLM,13.137,0.023,12.49,0.033,12.045,0.021,-0.02,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08352366+1029318,M7,2008AJ....136.1290R,,,,,,,,,185.85,31.11,-50,-179,2009AJ....137....1F,,,,,,,,,
2MASSI J0835425-081923,J08354256-0819237,128.92732,-8.3232498,10585,L5,2003AJ....126.2421C,,,L5,2003AJ....126.2421C,VLM,13.169,0.024,11.938,0.024,11.136,0.021,0.16,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08354256-0819237,L6.5,2014AJ....147...34S,,117.3,11.2,2012ApJ...752...56F,,,8.525,0.814,610.55,30.02,-534,296,2007AJ....133.2258S,24.67186451,2.649645248,29.89,0.06,2010ApJ...723..684B,14.18,0.43,2010ApJ...723..684B,
SDSS J08354533+2224308,J08354537+2224310,128.93904,22.408611,10586,L0,2010AJ....139.1808S,,,L0,2010AJ....139.1808S,VLM,15.735,0.056,14.927,0.06,14.447,0.068,0.07,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08354537+2224310,M9V,2011AJ....141...97W,,,,,,,,,159,25,-157.25,-23.5,2009MNRAS.394..857D,,,,,,,,,
SDSS J083557.35+431831.1,J08355736+4318310,128.98875,43.30866389,12387,,,M8.0,SPL,M8,2014PASP..126..642S,VLM,13.047,0.023,12.381,0.033,11.965,0.027,0.032,,,,,,FLD-G,SPL,,,,,,,,,,Star,SDSS J083557.35+431831.1,M8,2014PASP..126..642S,12.00258747,,,,26.38048483,4.701160242,26.38048483,4.701160242,,,,,,,,,,,,,,
2MASS J08355829+0548308,J08355829+05483080,128.99287,5.8085556,10587,L3,2009AJ....137....1F,,,L3,2009AJ....137....1F,VLM,14.533,0.036,13.683,0.037,13.168,0.034,0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,ULAS2MASS J0835+0548,L3,2009AJ....137....1F,,,,,,,,,111.02,20.62,-110,-15,2008MNRAS.390.1517C,,,,,,,,,
0836+4301,J0836+4301,129,43.016666,10588,,,,,,,VLM,16.844,0.209,16.188,0.247,15.929,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J08362199+4949315,J08362199+4949315,129.09163,49.825417,10589,L0,2010AJ....139.1808S,,,L0,2010AJ....139.1808S,VLM,15.42,0.06,14.64,0.07,14.54,0.12,0.12,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08362199+4949312,M9V,2011AJ....141...97W,,,,,,,,,,,,,,,,,,,,,,
SDSS J08364634+0526426,J08364635+0526426,129.19313,5.4451666,10590,L0,2010AJ....139.1808S,,,L0,2010AJ....139.1808S,VLM,14.576,0.037,13.905,0.037,13.287,0.034,-0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08364635+0526426,L0,2008AJ....135..785W,,,,,,,,,83.05,14.14,-83,3,2010MNRAS.404.1817Z,,,,,,,,,
SDSSp J083717.22-000018.3,J08371718-0000179,129.32158,-0.004972222,10591,T0,2008ApJ...689.1295K,T1,2006ApJ...637.1067B,T1,2006ApJ...637.1067B,VLM,17.101,0.214,15.988,0.173,15.674,,-0.04,,,,,,,,,,,,,,,,,brownD*,SDSS J083717.21-000018.0,T0.5,2006ApJ...647.1393L,,33.7,13.45,2012ApJ...752...56F,,,29.674,11.843,172.65,18.79,-15,-172,2009AJ....137....1F,24.28410737,10.04583605,,,,,,,
2MASS J08391608+1253543,J08391608+1253543,129.817,12.898417,10592,M9,2015AJ....149..158S,,,M9,2015AJ....149..158S,VLM,13.748,0.024,13.089,0.026,12.589,0.023,0.02,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08391608+1253543,M9V,2011AJ....141...97W,,,,,,,,,134.41,21.93,-44,-127,2009AJ....137....1F,,,25,,2011AJ....141...97W,,,,
LHS 2034,J08402975+1824091,130.12396,18.402527,10593,M6,2009ApJ...699..649S,,,M6,2009ApJ...699..649S,VLM,11.053,0.022,10.419,0.023,10.046,0.018,0,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J08404912+4827404,J08404912+4827405,130.2046667,48.461125,12388,,,M8.0,SPL,M9V,2011AJ....141...97W,VLM,13.464,0.023,12.8,0.024,12.442,0.023,-0.08,,,,,,FLD-G,SPL,,,,,,,,,,low-mass*,2MASS J08404912+4827404,M9V,2011AJ....141...97W,14.24164383,,,,27.27220195,5.603210658,27.27220195,5.603210658,85.60373824,5.1,-52,-68,2008AJ....135..785W,11.06601555,,6,,2011AJ....141...97W,,,,
LHS 2307,J08405924-2327233,130.24684,-23.456472,10594,M3.5,,,,M3.5,,VLM,7.934,0.027,7.321,0.071,7.028,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Companion to LHS 2037?
LP 312-19,J08410548+2819528,130.2728333,28.33113333,12638,,,M6.0,SPL,M6.0,SPL,VLM,12.577,0.019,11.967,0.018,11.614,0.019,0.043,,,,,,,,,,,,,,,,,PM*,LP 312-19,,,5.195442175,,,,32.49793188,5.677507354,32.49793188,5.677507354,224.6107745,,-215,-65,2005AJ....129.1483L,34.59908797,,,,,,,,
SDSS J08410685+6035063,J08410685+6035063,130.27853,60.585083,10595,L4,2010AJ....139.1808S,,,L4,2010AJ....139.1808S,VLM,15.94,0.09,15.03,0.1,14.69,0.09,0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08410686+6035067,L4,2010AJ....139.1808S,,,,,,,,,99.14,32.02,-6.9,-98.9,2010AJ....139.1808S,,,,,,,,,
SDSS J08430794+3141292,J08430794+3141292,130.78308,31.691444,10596,L3,2010AJ....139.1808S,,,L3,2010AJ....139.1808S,VLM,15.99,0.1,15.22,0.12,14.65,0.11,0.18,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08430796+3141297,M3,2008AJ....135..785W,,,,,,,,,119.22,59.78,-34.9,-114,2010AJ....139.1808S,,,,,,,,,
SDSS J08433328+1024435,J08433328+1024435,130.88867,10.412083,10597,L1,2010AJ....139.1808S,,,L1,2010AJ....139.1808S,VLM,14.87,0.04,14.09,0.04,13.67,0.04,-0.07,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08433323+1024470,L2,2010MNRAS.404.1817Z,,,,,,,,,593.28,14.14,150,-574,2010MNRAS.404.1817Z,,,,,,,,,
J0844+5532 Background Source,J0844+5532,131,55.533333,10598,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong target?
SDSS J084403.46+043436.19,J08440346+04343619,131.01442,4.5766945,10599,M8,2008AJ....135..785W,,,M8,2008AJ....135..785W,VLM,13.46,0.02,12.83,0.03,12.41,0.03,-0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08440350+0434356,M9V,2011AJ....141...97W,,,,,,,,,424.86,14.14,-323,276,2010MNRAS.404.1817Z,,,74,,2011AJ....141...97W,,,,
2MASS J08443811+2226161,J08443811+2226161,131.1584583,22.43916667,12773,,,L2.0,SPL,L2,2017arXiv170803688K,VLM,16.799,0.185,16.176,0.214,15.087,0.129,0.352,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,79.9889169,13.16297698,79.9889169,13.16297698,,,,,,,,,,,,,,
2MASS J08445739+1208257,J08445739+1208257,131.239125,12.140487,12639,,,L0.0,SPL,L0.0,SPL,VLM,14.863,0.04,14.233,0.047,13.636,0.041,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSPM J0846+1421,J08465251+1421481,131.7188,14.363361,10600,,,esdM4,BURGASSER-NP,esdM4,BURGASSER-NP,VLM,15.759,0.07,15.181,0.106,15.315,0.143,,,,esd,,,,,,,subdwarf,,,,,,,PM*,LP 486-7,,,,,,,,,,,361.37,,145,-331,2005AJ....129.1483L,,,,,,,,,
2MASSI J0847287-153237,J08472872-1532372,131.86967,-15.543667,10601,L2,2003AJ....126.2421C,,,L2,2003AJ....126.2421C,VLM,13.513,0.026,12.629,0.027,12.061,0.023,0.1,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MUCD 10764,L1.5,2014AJ....147...34S,,76.5,3.5,2012ApJ...752...56F,,,13.072,0.598,232.13,22.63,149,-178,2008MNRAS.390.1517C,14.38304536,1.548762733,2.02,0.1,2010ApJ...723..684B,23.29,0.32,2010ApJ...723..684B,
SDSS J08475148+0138110,J08475148+0138110,131.96451,1.6363889,10602,L3,2010AJ....139.1808S,,,L3,2010AJ....139.1808S,VLM,16.23,0.13,15.12,0.1,14.41,0.08,0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08475148+0138110,L3,2010AJ....139.1808S,,,,,,,,,,,,,,,,,,,,,,
NLTT 20258,J08481674+3309089,132.06975,33.15224722,11733,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.324,0.023,11.755,0.03,11.416,0.021,-0.09,,,,,,,,,,,,,,,,,low-mass*,NLTT 20258,M7V,2011AJ....141...97W,,,,,22.69,4.49,22.691,4.494,249.1906,0,-236,-80,2005AJ....129.1483L,26.8014405,,6,0,2011AJ....141...97W,,,,
2MASS J08490052+0220155,J08490052+0220155,132.25217,2.3376389,10603,M8,2015AJ....149..158S,,,M8,2015AJ....149..158S,VLM,12.933,0.024,12.299,0.021,11.906,0.026,-0.06,,,,,,FLD-G,SPL,,,,,,,,,,Star,SDSS J084900.51+022015.5,M8,2014PASP..126..642S,,,,,,,,,,,,,,,,,,,,,,
2MASS J08500174-1924184,J085001745-1924184,132.50725,-19.40511389,11734,,,M8.0,SPL,M8,2009AJ....137....1F,VLM,12.765,0.024,12.127,0.025,11.633,0.021,0.082,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J08500174-1924184,M8,2009AJ....137....1F,,,,,22.28,3.68,22.28,3.681,152.1085,17,-144,49,2007ApJ...667..520C,16.06385696,,,,,,,,
NLTT 20346A,J08501918+1056436,132.57993,10.945444,10604,M5,2011AJ....141...71F,,,M5,2011AJ....141...71F,VLM,11.282,0.023,10.675,0.022,10.407,0.02,,,,,,,,,,,companion,,,,,NLTT 20346B,2011AJ....141...71F,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 20346B,J08501918+1056436,132.57993,10.945444,10605,M6,2011AJ....141...71F,,,M6,2011AJ....141...71F,VLM,11.282,0.023,10.675,0.022,10.407,0.02,0.05,,,,,,,,,,companion,,,,,NLTT 20346A,2011AJ....141...71F,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSs J0850359+105716,J08503593+1057156,132.6497,10.954333,10606,L6,1999ApJ...519..802K,,,L6,1999ApJ...519..802K,VLM,16.465,0.113,15.221,0.093,14.473,0.066,0.1,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,binary companion lstd,Y,,,,NLTT 20346AB,2011AJ....141...71F,,,,,,,,,,,,,,,,,,,,,,,,,,binary: a=0.16 at 250 deg (2/1/2000) (Reid et al. 2001)
SDSS J085116.20+181730.0,J08511627+1817302,132.81779,18.291721,10607,,,L4.5+/-1.5,2006AJ....131.2722C,L4.5+/-1.5,2006AJ....131.2722C,VLM,16.567,0.121,15.948,0.154,14.968,0.105,-0.07,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,,brownD*,2MASS J08511627+1817302,L6,2014AJ....147...34S,,,,,,,,,201.31,26.17,-195,-50,2009AJ....137....1F,,,,,,,,,
2MASS J08514509-0005360,J08514509-0005360,132.93788,-0.093333334,10608,M7,2007ApJ...657..494B,,BURGASSER-NP,M7,2007ApJ...657..494B,VLM,15.991,0.088,15.292,0.078,15.431,0.234,-0.11,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J08514509-0005360,M7.5,2010MNRAS.404.1817Z,,,,,,,,,179.62,23.35,-110,-142,2010MNRAS.404.1817Z,,,,,,,,,
WISE J08522436+5139255,J08522436+5139255,133.1015,51.657085,10609,,,M7,2014ApJ...783..122K,M7,2014ApJ...783..122K,VLM,13.984,0.024,13.452,0.032,13.114,0.022,-0.21,,,,,,VL-G,SPL,,,,,,,,,,PM*,WISE J085224.36+513925.8,,,,,,,,,,,540.37,14.14,-20,-540,2014ApJ...781....4L,,,,,,,,,
LSPM J0852+2540AB,J085224649+25405918,133.1026667,25.68310556,12640,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.194,0.023,11.56,0.031,11.189,0.023,0.005,,,,,,,,,,,Y,BURGASSER-NP,,,,,low-mass*,LSPM J0852+2540,M7V,2011AJ....141...97W,14.59177246,,,,21.17568789,4.163613403,21.17568789,4.163613403,220.8574201,,-207,-77,2005AJ....129.1483L,22.16806895,,38,,2011AJ....141...97W,,,,
LSPM J0852+2540B,J085224649+25405918,133.1026667,25.68310556,12719,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.194,0.023,11.56,0.03,11.189,0.023,0.005,,,,,,,,,,,Y,BURGASSER-NP,,,LSPM J0852+2540A,BURGASSER-NP,low-mass*,LSPM J0852+2540,M7V,2011AJ....141...97W,14.59177246,,,,20.91699035,4.012322855,20.91699035,4.012322855,220.8574201,,-207,-77,2005AJ....129.1483L,21.89724777,,38,,2011AJ....141...97W,,,,
LSPM J0852+2540A,J085224649+25405918,133.1026667,25.68310556,12720,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.194,0.023,11.56,0.03,11.189,0.023,0.005,,,,,,,,,,,Y,BURGASSER-NP,,,LSPM J0852+2540B,BURGASSER-NP,low-mass*,LSPM J0852+2540,M7V,2011AJ....141...97W,14.59177246,,,,21.28513362,4.258118496,21.28513362,4.258118496,220.8574201,,-207,-77,2005AJ....129.1483L,22.28264377,,38,,2011AJ....141...97W,,,,
SDSS J085234.90+472035.0,J08523490+4720359,133.14542,47.343304,10610,,,L9.5+/-1,2004AJ....127.3553K,L9.5+/-1,2004AJ....127.3553K,VLM,16.182,0.109,15.419,0.146,14.718,0.116,0.15,,,,,,,,,,,,,,,,,brownD*,2MASS J08523490+4720359,L9.5,2014AJ....147...34S,,,,,,,,,388.09,22.8,-29,-387,2008MNRAS.390.1517C,,,,,,,,,
2MASS J08524613-0316138,J08524613-0316138,133.1922,-3.2704999,10611,,,,,,,VLM,16.211,0.087,15.677,0.106,15.016,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J08533434-0329432,J08533434-0329432,133.39308,-3.4953334,10612,M9e,,,,M9e,,VLM,15.041,0.047,14.623,0.05,14.525,0.082,0.01,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GJ 3517
LHS 255,J08550761+0132472,133.78172,1.5464444,10613,M0,1956AJ.....61..201V,,,M0,1956AJ.....61..201V,VLM,7.191,0.027,6.523,0.018,6.352,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRTS J085553.2-025921,J08555311-0259215,133.97128,-2.9893055,10614,M4.5,,,,M III,,GIANT,9.389,0.023,8.489,0.034,8.017,0.02,,,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J0856479+223518,J08564793+2235182,134.19971,22.58839,10615,L3:,2003AJ....126.2421C,,,L3:,2003AJ....126.2421C,VLM,15.679,0.065,14.58,0.053,13.951,0.046,0.07,,,,,,FLD-G,SPL,,,binary,Y,,,,,,brownD*,2MASS J08564793+2235182,L3,2014AJ....147...34S,,,,,,,,,184.02,29,-184,3,2008MNRAS.390.1517C,,,,,,,,,binary?: a=0.098+/-0.009 PA = 275+/-2.0 deg (Bouy et al. 2003)
SDSSp J085758.45+570851.4,J08575849+5708514,134.4937,57.147614,10616,L8,2008ApJ...689.1295K,L8+/-1,2002ApJ...564..466G,L8,2008ApJ...689.1295K,VLM,15.038,0.04,13.79,0.042,12.962,0.03,0.42,RED,,,,,,,Field,2015ApJS..219...33G,,,,,,,,brownD*,2MUCD 20320,L7,2014AJ....147...34S,,,,,,,,,544.06,27.02,-414,-353,2008MNRAS.390.1517C,,,,,,,,,
GJ 1116AB,J08581519+1945470,134.5632917,19.76305556,11752,,,,,M5.5,2002AJ....123.2002H,VLM,7.791,0.023,7.244,0.026,6.889,0.023,-0.01,,,,,,,,,,,,,,,,,PM*,GJ 1116,M5.5,2002AJ....123.2002H,7.17,190,3,1980AJ.....85..454H,3.6,0.67,5.263,0.083,863.6897,0,-862,-54,2005AJ....129.1483L,21.54678662,,14,5,2014AJ....147...20N,,,,
GJ 1116A,J08581519+1945470,134.5632917,19.76305556,11768,,,,,M8e,1982ApJ...253..237C,VLM,7.791,0.023,7.244,0.026,6.889,0.023,-0.01,,,,,,,,,,,,,,,GJ 1116B,,PM*,GJ 1116A,M8e,1982ApJ...253..237C,7.17,190,3,1980AJ.....85..454H,3.6,0.67,5.263,0.083,863.6897,0,-862,-54,2005AJ....129.1483L,21.54678662,,14,5,2014AJ....147...20N,,,,
GJ 1116B,J08581519+1945470,134.5632917,19.76305556,11769,,,,,M7V,2014AJ....147...20N,VLM,7.791,0.023,7.244,0.026,6.889,0.023,-0.01,,,,,,,,,,,,,,,GJ 1116A,,PM*,GJ 1116B,M7V,2014AJ....147...20N,7.17,190,3,1980AJ.....85..454H,3.6,0.67,5.263,0.083,863.6897,0,-862,-54,2005AJ....129.1483L,21.54678662,,13,5,2014AJ....147...20N,,,,
SDSS J085834.42+325627.7,J08583467+3256275,134.64444,32.940971,10617,,,T1,2006AJ....131.2722C,T1,2006AJ....131.2722C,VLM,16.453,0.115,15.382,0.101,14.756,0.095,0.24,,,,,,,,,,,,,,,,,brownD*,2MASS J08583467+3256275,T1,2006AJ....131.2722C,,,,,,,,,652.83,27.51,-652.5,20.9,2010AJ....139.1808S,,,,,,,,,
SDSS J08583697+2710508,J08583697+2710508,134.65404,27.180777,10618,L0,2010AJ....139.1808S,,,L0,2010AJ....139.1808S,VLM,15.05,0.05,14.23,0.05,13.66,0.05,0.17,,,,,,FLD-G,SPL,,,,,,,,NLTT 20640,2015ApJ...802...37B,brownD*,2MASS J08583693+2710518,L0,2008AJ....135..785W,,,,,,,,,210.38,24.04,102,-184,2010MNRAS.404.1817Z,,,,,,,,,
2MASSI J0859254-194926,J08592522-1949279,134.85509,-19.824417,10619,L6::,2003AJ....126.2421C,L8,2013PASP..125..809T,L6::,2003AJ....126.2421C,VLM,15.527,0.054,14.436,0.042,13.751,0.058,0.13,,,,,,UNKNO,SPL,,,,,,,,,,brownD*,2MASSI J0859254-194926,L8,2014AJ....147...34S,,65.4,6.1,2012ApJ...752...56F,,,15.291,1.426,320.88,21.26,-311,-79,2008MNRAS.390.1517C,23.25621739,2.660745729,,,,,,,
2MASS J08593854+6341355,J08593854+6341355,134.9106,63.693195,10620,L0,2008AJ....136.1290R,,,L0,2008AJ....136.1290R,VLM,13.701,0.029,12.89,0.03,12.387,0.026,0.144,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08593854+6341355,L0,2008AJ....136.1290R,,,,,26.04,4.534,26.0439,4.5342,524.99,26.56,-65.4,-520.9,2010AJ....139.1808S,64.80904433,,,,,,,,
2MASS J08594029+1145325,J08594029+1145325,134.91788,11.759027,10621,M8,,,,M8,,VLM,12.743,0.025,12.03,0.031,11.494,0.019,0.09,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J08594029+1145325,M8,2008AJ....136.1290R,,,,,,,,,281.47,29.7,-275,-60,2009AJ....137....1F,,,,,,,,,
LHS 2090,J09002359+2150054,135.0983,21.834833,10622,M6.5,2009ApJ...704..975J,,,M6.5,2009ApJ...704..975J,VLM,9.436,0.02,8.836,0.023,8.437,0.021,-0.02,,,,,,FLD-G,SPL,,,,,,,,,,PM*,LHS 2090,M6.5V,,,156.87,2.67,2006AJ....132.2360H,,,6.375,0.109,782.59,,-513,-591,2005AJ....129.1483L,23.64687549,0.402480776,,,,20,0.6,2009ApJ...704..975J,
SDSS J09002368+2539343,J09002368+2539343,135.09866,25.659527,10623,L7,2010AJ....139.1808S,,,L7,2010AJ....139.1808S,VLM,16.43,0.11,15.41,0.12,14.66,0.08,-0.31,BLUE,,,,,UNKNO,SPL,,,,,,,,,,brownD*,2MASS J09002367+2539345,L7,2010AJ....139.1808S,,,,,,,,,61.69,38.51,42.2,-45,2010AJ....139.1808S,,,,,,,,,
SDSS J090206.90+003319.36,J09020690+00331936,135.52876,0.55536115,10624,M7,2008AJ....135..785W,,,M7,2008AJ....135..785W,VLM,12.11,0.02,11.54,0.02,11.16,0.02,-0.08,,,,,,INT-G,SPL,,,,,,,,,,brownD*,LP 606-35,M6V,2011ApJS..197...19K,,,,,,,,,475.43,,-463,-108,2005AJ....129.1483L,,,44,,2011AJ....141...97W,,,,
WISE J09025899+6708331,J09025899+6708331,135.7457917,67.14250278,12619,,,L7 red,2017arXiv170303774S,L7 red,2017arXiv170303774S,VLM,16.979,0.246,15.089,0.106,14.247,0.108,1.022,,,,,,INT-G,SPL,AB Doradus,2017arXiv170303774S,,,,,,,,,,,,,,,,40.70510669,6.33562369,40.70510669,6.33562369,,,,,,,,,,,,,,
SAO 98323,J09033209+1422517,135.88371,14.381028,10625,M5 III,,,,M5 III,,GIANT,5.636,0.03,4.812,0.034,4.483,0.017,,,III,,,,,,,,giant,,,,,,,Star,BD+14 2020,M5III,,,,,,,,,,2.55,1.91,1.9,1.7,2000A&A...355L..27H,,,,,,,,,
2MASS J09041916+4554559,J09041916+4554559,136.082,45.91529444,12641,,,M6.0,SPL,M6.0,SPL,VLM,12.509,0.021,11.88,0.021,11.539,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,32.33857477,6.108013902,32.33857477,6.108013902,,,,,,,,,,,,,,
LSPM J0904+4638,J09042301+4638192,136.09587,46.638668,10626,,,sdM5,BURGASSER-NP,sdM5,BURGASSER-NP,VLM,16.096,0.079,15.573,0.108,15.44,0.157,,,,sd,,,,,,,subdwarf,,,,,,,low-mass*,LSPM J0904+4638,M4,2008AJ....135..785W,,,,,,,,,307.75,,103,-290,2005AJ....129.1483L,,,39.3,,2008AJ....135..785W,,,,
2MASS J09053247+1339138,J09053247+1339138,136.3864167,13.65335556,12774,,,L2.0,SPL,L1,2017arXiv170803688K,VLM,17.262,0.234,16.34,0.245,15.818,0.234,0.084,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,100.9276252,19.81216045,100.9276252,19.81216045,,,,,,,,,,,,,,
